protein,best model,model score
V1328474,model_4,71.2928548242993
V1195647,model_1,61.69221536377682
V1458336,model_1,82.54977183225675
V1171739,model_3,75.22098523884048
V1037009,model_1,93.03839429666759
V1458508,model_3,92.26048453602309
V1375176,model_3,90.94114165483379
V1151184,model_3,79.91602163145652
V1175495,model_1,67.26506297748338
V1328590,model_1,62.021440266303564
V1151415,model_4,93.48821453609558
V1040625,model_1,85.90700781834825
V1198718,model_1,91.48306781619345
V1216064,missing,missing
V1172050,model_1,86.04656335438598
V1403488,model_4,61.327023674107004
V1100118,model_1,64.65666476216316
V1396226,model_5,76.2935193187937
V1291568,model_1,72.95593664038833
V1103501,model_5,77.67887706893767
V1413173,model_3,87.12956484794866
V1242539,model_1,43.16963543863245
V1365673,model_5,61.38074094318523
V1314555,model_3,88.7682126500461
V1072207,model_1,72.00936751827852
V1103593,model_4,92.4105231728269
V1014381,model_1,82.85465214606629
V1152183,model_3,84.0582270439137
V1440333,model_5,45.90332757719814
V1329546,model_2,89.94619676375552
V1198551,model_4,60.579761763618784
V1098831,model_3,89.88216525245969
V1040188,model_4,93.52629061013882
V1413573,model_1,77.45562319762641
V1145276,model_1,91.0864699612064
V1041539,model_5,95.18142708707978
V1084725,model_1,64.91532014259103
V1334748,model_5,70.84718688340836
V1192480,model_1,86.01044224471327
V1346177,model_1,65.84961971295085
V1073019,model_1,66.95833448470145
V1445452,model_1,72.511145975225
V1363933,model_4,95.32547418991103
V1356604,model_1,81.3510012882817
V1176601,model_1,85.83105549723196
V1201759,missing,missing
V1075028,model_5,74.00132547272459
V1137093,model_3,91.90340842843928
V1458634,model_1,87.80786906508996
V1104588,model_2,84.59348541632711
V1364466,model_2,76.48817532133613
V1072094,model_3,88.74185912829007
V1191669,model_3,70.80878084835362
V1294955,model_4,90.59695122441086
V1198699,model_3,69.50790117813867
V1191316,model_1,62.28389232731187
V1171620,model_1,50.222768244298194
V1058928,model_5,74.98371549800797
V1413439,model_3,88.47420377278345
V1008956,model_5,76.43085519378135
V1355844,model_4,82.34532651764287
V1069879,model_2,91.72187925991639
V1043982,model_3,81.6967897446167
V1399807,model_4,78.76813391435526
V1036274,model_3,83.16449031404298
V1195026,model_4,66.29097760054417
V1144651,model_4,71.31744303328593
V1395227,model_4,79.38405395001001
V1315236,model_3,86.38406839710252
V1083749,model_3,75.48937411324715
V1199970,missing,missing
V1099035,model_1,78.90453801615931
V1394405,model_5,72.57874700560973
V1368785,model_2,85.63629725415805
V1041746,model_4,80.93332338419395
V1172081,model_3,65.81864665500835
V1362573,model_1,65.03273452747904
V1419358,model_2,89.26200727032987
V1346490,model_1,73.47649913209975
V1074478,model_5,88.22786545822224
V1068756,model_1,54.02772872885285
V1108116,model_3,72.46931889159269
V1041036,model_4,76.39077589009955
V1191957,model_3,72.89732981631664
V1241109,model_1,79.56711033280158
V1200024,missing,missing
V1011165,model_1,73.45778276383935
V1032872,model_1,79.38275941013092
V1413629,model_3,77.6383445933452
V1191779,model_3,81.87547311313526
V1016285,model_2,84.41943315310226
V1054219,model_1,57.37354817033092
V1082370,model_1,93.06208305249561
V1116889,model_3,89.8065127737838
V1291573,model_4,91.64933957358151
V1436440,model_1,91.34658079420731
V1038467,model_3,71.0742700418885
V1074715,model_3,85.44141307350648
V1042933,model_5,84.27546470443714
V1383909,model_1,77.80402476308099
V1190661,model_1,65.10136567705884
V1067889,model_1,72.26927486112474
V1157529,model_3,86.35291534180703
V1447325,model_5,76.10446083553114
V1195091,model_5,83.2092830035408
V1073284,model_1,77.10161958478756
V1315733,model_3,87.37860864948301
V1440319,model_4,92.77523760024876
V1267299,model_3,86.35295708685524
V1106601,model_3,88.59467977421397
V1155327,model_1,71.35042196856335
V1071082,model_1,67.66924755909352
V1102993,model_1,67.60411577010804
V1323126,model_2,90.420459704746
V1242282,model_2,56.2282842762398
V1337286,model_1,73.24728811908923
V1375369,model_3,84.6013067308023
V1368044,model_2,92.16494044222073
V1176154,model_3,84.31942136601738
V1265422,model_1,73.08476248842555
V1190390,model_4,77.35907707711495
V1033073,model_3,61.04578646225546
V1436826,model_5,72.20477944909332
V1198636,model_4,78.49808973659921
V1078928,model_2,95.6871014530639
V1139065,model_5,50.94813196597379
V1329074,model_4,74.20398080497262
V1237509,model_3,90.2445797488469
V1334900,model_3,93.30240410012736
V1200193,missing,missing
V1070258,model_3,93.72309885427033
V1266148,model_1,67.03779777797551
V1313730,model_4,75.05480126899401
V1009597,model_1,84.40138799006509
V1099328,model_3,71.58683118919662
V1151008,model_1,41.43268932146357
V1007451,model_3,83.89250826547503
V1242928,model_4,91.49951819398855
V1291338,model_4,92.31955078964374
V1445315,model_3,75.53544416541979
V1310602,model_3,85.75196142903208
V1409594,model_2,53.423577647533584
V1267290,model_3,86.93496232248673
V1241927,model_3,89.82331617790751
V1057705,model_3,60.41901897143498
V1241612,model_1,86.08625807853528
V1195864,model_2,77.21495834863569
V1011109,model_1,93.68677036340024
V1237554,model_3,93.20354352316126
V1039357,model_1,89.72526492939508
V1080270,model_3,82.10319899802272
V1292094,model_3,88.33414807551634
V1345037,model_2,90.38133370008353
V1068374,model_5,83.76204762672006
V1382522,model_3,89.41269918602801
V1381593,model_1,90.90837855900976
V1140541,model_3,83.28020473956603
V1440459,model_3,90.936666382223
V1294997,model_3,88.03306169117505
V1459108,model_1,73.87152825006488
V1445297,model_2,88.07648170297912
V1007963,model_3,73.1370470735971
V1345672,model_1,75.85843415956847
V1382516,model_1,56.77450882218059
V1009623,model_1,80.12561722226899
V1357638,model_3,67.36231451720438
V1072964,model_1,87.23411051064772
V1223101,missing,missing
V1196282,model_1,54.10880285216374
V1315715,model_4,79.40292697195392
V1192956,model_1,91.88777161125554
V1267495,model_1,77.04754378790916
V1158491,model_1,65.76317119113288
V1171776,model_4,86.17863555503826
V1116704,model_3,86.3519455291704
V1137011,model_1,84.74964719431951
V1168500,model_3,84.50892913661335
V1343209,model_2,85.10579450194307
V1098995,model_1,53.081663150200484
V1082146,model_3,94.99091913829457
V1103188,model_4,69.6139021014633
V1420805,model_3,88.0841685739131
V1079437,model_1,65.04131210177395
V1385997,model_4,77.1932314863108
V1345425,model_3,91.75176358932629
V1136918,model_1,81.1548635130023
V1041797,model_3,74.78742082449965
V1401383,model_1,46.360521168853715
V1201955,missing,missing
V1009337,model_3,72.14755967218294
V1329028,model_2,74.46709421052564
V1402279,model_2,73.36117969402864
V1237552,model_3,82.55394901927635
V1191936,model_2,86.9068563137301
V1043547,model_4,58.10312270541852
V1323021,model_1,57.75259940981492
V1033106,model_3,69.0989918604585
V1445166,model_1,76.64480667333747
V1036457,model_2,88.12866192269593
V1244665,model_3,87.70043518216947
V1394214,model_5,94.17797509165871
V1167489,model_1,66.28668424958924
V1436628,model_3,88.08007479517921
V1334714,model_1,74.21616577873888
V1265376,model_4,88.12255404853028
V1105899,model_4,92.72066688763385
V1216240,missing,missing
V1102928,model_4,88.15350648227864
V1292561,model_4,58.194350550578065
V1345482,model_1,62.95753610198839
V1099472,model_1,89.39378847862261
V1074092,model_3,90.99748614227833
V1420867,model_5,82.52124235850762
V1268298,model_3,71.36448413428683
V1008410,model_1,88.37253389842475
V1265746,model_3,89.48904064713473
V1191459,model_3,93.7301454166448
V1440438,model_3,67.40614606322964
V1368777,model_1,90.16018750632512
V1151323,model_4,49.781018730687634
V1291851,model_1,77.92498019915362
V1200537,missing,missing
V1103748,model_4,91.35621475213318
V1268904,model_5,86.69240589810109
V1395097,model_3,67.98542621600315
V1099437,model_4,91.57794317450785
V1181014,model_3,76.96283716843246
V1364216,model_4,80.14527054505757
V1104897,model_1,71.50864980190447
V1115409,model_1,89.08512735690258
V1436479,model_4,74.73655540493424
V1292184,model_3,68.22691961735495
V1190402,model_4,91.70079698784347
V1459065,model_1,74.70701695432214
V1291534,model_1,93.63159693757191
V1071369,model_1,87.79004224099866
V1157280,model_2,65.05141045946611
V1136905,model_1,75.0567893778562
V1039076,model_4,89.00546266754989
V1381097,model_3,91.07541336203208
V1152027,model_1,79.27123057692994
V1181987,model_3,80.9019095175107
V1151025,model_3,85.93830117114479
V1200546,missing,missing
V1177391,model_4,76.09077356970298
V1011106,model_5,73.81627600254683
V1069002,model_5,84.79750414822267
V1010633,model_3,82.41452445509803
V1192357,model_1,48.904380085591946
V1364729,model_5,97.43713565359907
V1067891,model_5,82.98593542389476
V1032049,model_3,88.68257952960904
V1139713,model_3,71.45453173198649
V1343210,model_3,80.0004167971631
V1241613,model_4,75.82620564904018
V1380056,model_4,77.39823903668282
V1334728,model_1,66.68322901714595
V1343750,model_2,78.25581625710268
V1201838,missing,missing
V1446999,model_3,94.94799306039678
V1106078,model_5,76.42393090679506
V1099348,model_4,76.93732735066371
V1012525,model_3,93.99874392113823
V1343628,model_1,69.82489701119866
V1198539,model_4,70.32368606699674
V1037421,model_4,84.3505192691176
V1200056,missing,missing
V1167014,model_2,82.3333702307458
V1356660,model_5,88.97597911602003
V1312196,model_5,95.231429717599
V1140055,model_3,62.70079903531246
V1069181,model_2,95.51895927214133
V1458582,model_4,86.67043242066576
V1158508,model_3,88.59728209422241
V1075435,model_5,87.25598924623749
V1400252,missing,missing
V1073390,model_1,65.41531331973259
V1436378,model_3,91.80230306200158
V1267294,model_3,88.61824329127117
V1198714,model_1,68.11060720802627
V1171724,model_3,90.0384757052316
V1118839,model_1,88.31464503779247
V1006041,model_1,76.92090054552725
V1071673,model_1,64.14107677298027
V1151376,model_4,86.36275550062632
V1335002,missing,missing
V1355264,model_1,80.02414253115349
V1089927,model_3,93.67372707788171
V1036231,model_1,80.17344497569472
V1170983,model_1,74.99909600786347
V1430302,model_1,81.25571970760569
V1159259,model_4,54.492677610749354
V1040760,model_2,80.46716458382123
V1012740,missing,missing
V1356384,model_1,53.25421205710343
V1038380,model_1,83.90684831200669
V1073684,model_1,62.53320159497609
V1103142,model_4,73.6972967198546
V1356237,model_4,76.85442181925781
V1036837,model_1,71.56552760550319
V1408304,model_5,77.142293998626
V1103144,model_3,77.87867362337049
V1116424,model_5,84.29912194852696
V1170424,model_3,63.31520311525334
V1099080,model_3,48.71869123094158
V1356787,model_1,47.79553935432832
V1172692,model_1,84.926015051209
V1337499,model_1,77.31876910097297
V1151514,model_1,73.11243645605823
V1311833,model_3,77.8702688608138
V1316049,model_3,63.97629270078258
V1098937,model_1,77.37970830499476
V1198706,model_4,66.26947525347718
V1040583,model_3,78.63321280206495
V1086926,model_1,83.29545531696353
V1369507,model_1,58.18665140699742
V1154606,model_1,91.04985889486468
V1032033,model_5,80.39269622950212
V1198906,model_5,90.34470136820006
V1039651,model_3,93.70526563336651
V1190485,model_4,79.30123345025207
V1181574,model_3,77.40575328658879
V1347811,model_4,87.01781697842623
V1076339,model_3,63.35014569876816
V1106012,model_1,62.152928917320224
V1032386,model_1,74.30958661742254
V1069767,model_5,93.22277893285255
V1170505,model_1,66.24192733119936
V1216282,missing,missing
V1347068,model_3,89.40453811310617
V1177885,model_1,83.55312595325054
V1136968,model_1,72.94294659838303
V1171125,model_4,82.12874498447889
V1151386,model_1,90.05068572850843
V1072752,model_3,91.33176451760932
V1430115,model_1,61.96409803481898
V1041208,model_5,76.91453942025201
V1085083,model_1,63.78509471480424
V1239665,model_5,79.84774714782891
V1202328,missing,missing
V1032195,model_3,95.43038177486906
V1323192,model_3,90.84356374974564
V1198648,model_1,74.709029001281
V1037443,model_4,80.4037269987855
V1436468,model_1,54.12451741591229
V1109417,model_1,69.68345060310641
V1328700,model_3,81.24466401472404
V1375494,model_3,95.44799256702109
V1175024,model_1,81.92107670050092
V1042334,model_1,73.44166616380991
V1200019,missing,missing
V1292177,model_3,78.95556139838918
V1191625,model_3,90.14271042185848
V1172959,model_3,81.5957932535381
V1295563,model_3,56.41272998530186
V1083032,model_3,84.64653043781564
V1240806,model_2,88.56784892213014
V1073473,model_4,87.39854831098968
V1106264,model_3,82.94610089438544
V1191480,model_3,84.32754129520337
V1383866,model_1,76.95778341400778
V1196021,model_3,91.73966950956242
V1445265,model_3,84.90959539028577
V1381230,model_3,88.71718649680561
V1317343,model_1,53.85021993194964
V1239713,model_1,62.54559572042464
V1159718,model_4,63.6892031646775
V1291992,model_1,74.41736735413285
V1041672,model_4,86.95210542458561
V1172547,model_1,73.38476674469842
V1376121,model_5,78.89347956894999
V1070865,model_2,87.48421729650657
V1195067,model_2,81.76510905878712
V1181155,model_3,88.20962367418208
V1150999,model_4,42.03364516980791
V1086508,model_1,75.14206351253684
V1445438,model_3,91.1478288100378
V1009354,model_1,78.67125357159438
V1199934,missing,missing
V1385923,model_3,63.47438928870894
V1221274,missing,missing
V1040504,model_3,61.518920081834445
V1053096,model_5,94.51439285068511
V1342755,model_4,90.54462190672228
V1175566,model_1,74.98811104913898
V1216123,missing,missing
V1337295,model_1,66.78842406917501
V1291180,model_1,87.08941331127494
V1034176,model_1,75.11934911264228
V1071072,model_1,67.26175573883137
V1402257,model_1,84.44247416867081
V1058001,model_1,82.68962047826304
V1100176,model_3,68.32066660120245
V1385650,model_5,91.3887860506968
V1190705,model_2,57.20553005348561
V1330869,model_1,76.69818587077668
V1018080,model_2,78.9551970682502
V1071283,model_5,73.11662508826565
V1430591,model_5,57.89172406422541
V1349398,model_1,58.5251385146809
V1192731,model_2,75.77783866783369
V1369340,model_3,85.54540398674833
V1043809,model_1,78.1030984611304
V1054450,model_3,86.65415914475709
V1107502,model_3,83.81206171419338
V1429740,model_3,88.42194582254972
V1008950,model_1,92.07423483833284
V1099058,model_4,80.2587933172502
V1156898,model_3,88.03224841379964
V1410170,model_3,75.56437535807699
V1323078,model_3,81.64893400412305
V1356923,model_4,79.55236606079772
V1170492,model_3,89.51759099568412
V1408817,model_1,85.39072868562107
V1316569,model_2,94.15566071166884
V1036529,model_5,90.15112111919112
V1014545,model_3,93.58480019884502
V1345576,model_1,59.82487709239927
V1395257,model_3,89.75502286845861
V1198600,model_3,79.81545024346084
V1178436,model_5,36.83779607918704
V1313330,model_3,84.97228901899311
V1141940,model_3,74.69375181699353
V1042948,model_4,90.92793015978937
V1343713,model_4,79.0267606791378
V1051183,model_3,91.96275134204386
V1348335,model_1,82.48553267160868
V1199636,model_5,72.30484839404443
V1198543,model_3,94.08912692110724
V1103562,model_2,65.96805090425626
V1323237,model_1,51.23877897275758
V1348560,model_3,88.00571512321497
V1240558,model_4,71.63157758840214
V1036099,model_3,74.12780947387978
V1246398,model_4,80.3221022815932
V1043505,model_1,80.81938371080508
V1349642,model_4,69.31425709970134
V1037207,model_5,96.70901432634928
V1314968,model_1,73.15610414674033
V1376695,model_1,69.21716949365728
V1010560,model_1,82.60823722709846
V1200054,missing,missing
V1159787,model_5,75.91923242906694
V1458578,model_1,77.33430257172151
V1154701,model_5,51.63260360737232
V1072379,model_2,84.02622435180875
V1084299,model_1,87.51242390769974
V1072374,model_1,83.5369313156782
V1191430,model_5,76.90863324535177
V1017929,model_3,84.51114658995145
V1343208,model_3,50.554535192929386
V1386610,model_3,62.50267629968057
V1036096,model_3,77.95524109105558
V1050809,model_4,87.3685725821405
V1032369,model_4,89.351787195377
V1075655,model_3,72.30745909678735
V1190460,model_1,73.32698024330224
V1375471,model_5,82.29071288986471
V1243793,model_4,79.34305525851815
V1116225,model_5,60.30049527367145
V1151017,model_1,71.99244799455137
V1180890,model_4,77.19648024585383
V1199776,model_4,76.71927389617609
V1199997,missing,missing
V1171981,model_1,67.94894190244968
V1345266,model_1,72.12354251173541
V1100007,model_1,84.51032290033228
V1036350,model_4,88.17989798852125
V1311795,model_1,84.91484193757714
V1107307,model_1,72.01465117953396
V1141912,model_5,96.92173821333166
V1042152,model_4,91.39894100030712
V1392402,model_5,62.1775567281917
V1458880,model_3,89.87049953367479
V1392261,model_5,84.07440800365566
V1369019,model_5,90.86279362720154
V1074012,model_5,85.90628418107049
V1420844,model_1,55.13425493238426
V1399808,model_1,67.84506547999624
V1334813,model_1,50.67685899562254
V1037256,model_1,88.2657012318344
V1056162,model_3,72.61387613297175
V1088250,model_3,61.42528118383297
V1190809,model_1,65.88562117314612
V1103166,model_1,42.65199847248323
V1176496,model_3,79.43904024303531
V1151381,model_1,72.150970150151
V1200592,missing,missing
V1295892,model_1,72.59770462062276
V1099031,model_4,76.49952755890648
V1216101,missing,missing
V1100144,model_5,73.86459732081782
V1216118,missing,missing
V1140840,model_1,81.34902484006493
V1151004,model_1,80.76819890028278
V1358229,model_5,89.25018451495706
V1440394,model_5,73.35211606666338
V1036827,model_4,81.23543388062457
V1195125,model_5,74.00046662919438
V1394981,model_3,58.89610704195907
V1364001,model_1,74.02136246272774
V1294743,model_1,76.18887248788275
V1069190,model_1,73.53068397589924
V1445217,model_5,93.60266569553121
V1141750,model_1,76.03580607327764
V1073115,model_1,68.15999415899653
V1086849,model_1,72.93392190946318
V1376822,model_3,87.6389521061336
V1239654,model_3,72.3474560236479
V1081527,model_4,84.00869008970028
V1121516,model_2,71.89950949004032
V1394437,model_3,82.34198095396688
V1103145,model_4,85.17928213487359
V1312921,model_2,89.03644692164586
V1400639,model_1,32.21187171229141
V1141764,model_3,82.49475390586196
V1138768,model_1,71.74813210719039
V1007472,model_4,88.97662657626937
V1364346,model_1,82.68888288170218
V1019830,model_4,90.7242829632035
V1402707,model_5,71.42356932083779
V1430207,model_1,83.32871576091664
V1099822,model_1,91.97057402396332
V1099327,model_3,76.44583166882157
V1294824,model_1,63.75734884793885
V1199855,model_1,69.89228073177975
V1267345,model_3,84.80764175988338
V1341693,model_1,78.0641733919398
V1316993,model_5,76.56693632640763
V1167210,model_1,93.06412381280842
V1458702,model_2,87.55965138685882
V1349251,model_3,69.51995441010223
V1070128,model_1,77.04685080186445
V1363943,model_4,90.85521550204884
V1136982,model_1,81.85790123262537
V1408347,model_3,69.52394373886389
V1009593,model_4,87.97325880805192
V1144626,model_3,67.65154464753032
V1008210,model_1,71.25513941473974
V1072922,model_3,71.45087396158179
V1171068,model_4,47.25024211131465
V1356583,model_3,82.0248724538219
V1413774,model_3,85.97502704535744
V1291683,model_2,79.81284117966472
V1036165,model_1,76.23664529391273
V1098945,model_1,89.45970380066176
V1038346,model_3,67.22688033103823
V1144560,model_3,84.42923865435218
V1172364,model_1,64.08881641604094
V1159451,model_4,70.67485625709121
V1054307,model_1,92.31632757507074
V1151288,model_1,61.003589735343546
V1171265,model_3,87.92482743557694
V1104514,model_3,87.0182673763701
V1420830,model_2,79.59439353430925
V1036215,model_5,72.82944057310502
V1117267,model_3,83.19862861962521
V1358175,model_1,60.696536938496834
V1039340,model_1,83.60212598493187
V1175793,model_1,81.91110170193117
V1013242,model_1,74.34351513738652
V1104428,model_3,82.9031873946292
V1273198,model_1,72.57919330042321
V1357503,model_5,75.999555819893
V1237288,model_2,83.75966782928947
V1265442,model_1,72.16306451793541
V1152076,model_1,87.5903818027685
V1420870,model_5,83.14447005579962
V1191479,model_1,88.36155952569287
V1099329,model_3,87.62525272544929
V1152244,model_2,84.19498227866926
V1073388,model_1,81.32798347918975
V1070368,model_3,92.07555790400546
V1337574,model_2,74.79456415874478
V1395725,model_1,77.45834344614667
V1195032,model_1,79.30240513979376
V1329121,model_3,85.73300037316234
V1113176,model_2,63.520937662481465
V1069347,model_3,93.84080989916097
V1056290,model_4,69.15402652084882
V1055891,model_2,89.50978789287835
V1011378,model_2,88.93939185102896
V1172857,model_1,51.95509865692357
V1151506,model_2,95.07103056433195
V1071070,model_2,44.48655743643231
V1166805,model_1,56.02591869022877
V1038945,model_4,87.38124791822786
V1367237,model_1,82.846314060321
V1195894,model_3,79.06960149808533
V1055000,model_1,63.06423320991073
V1084315,model_2,89.04079944434716
V1317978,model_1,90.931973462709
V1081958,model_1,78.99458198301701
V1151015,model_5,83.46578017701641
V1199751,model_4,63.94676129502146
V1413203,model_1,58.25338822297344
V1152222,model_5,71.80265066984282
V1291186,model_1,65.36901841885775
V1345955,model_4,81.31420090296129
V1012366,model_4,87.97473997168524
V1392047,model_2,79.37784567779866
V1139526,model_3,87.99438275737077
V1191616,model_1,47.30558878291937
V1265600,model_1,64.88912731629641
V1151229,model_5,83.61337375878153
V1329770,model_4,92.03554183804918
V1200164,missing,missing
V1145186,model_3,78.22698429681856
V1036105,model_2,94.7963465493588
V1098987,model_1,95.09899359148582
V1151979,model_4,88.4321757203806
V1098865,model_2,79.88719304865995
V1069972,model_3,94.17026761938766
V1458583,model_3,65.71728845414799
V1073472,model_5,64.28221901399735
V1266147,model_3,83.02451944145348
V1176556,model_4,76.5975595381627
V1345253,model_4,92.77590039795112
V1356387,model_1,44.93198862243317
V1268417,model_5,47.78810303516015
V1171941,model_4,80.63097860031253
V1099295,model_1,88.39771395376606
V1141752,model_2,82.91030230875901
V1237454,model_4,77.83539629376307
V1364022,model_4,94.41836221258455
V1363060,model_4,92.678639491143
V1356013,model_2,72.21672289363437
V1402427,model_3,87.71753262101005
V1015550,model_1,92.56429747708387
V1291466,model_3,91.88938720503374
V1081524,model_3,94.20063531760155
V1072190,model_1,87.70073588710869
V1311793,model_3,88.42598172614488
V1458334,model_3,79.50135091034083
V1073108,model_3,83.89864008371286
V1068706,model_3,83.24856186624483
V1199906,model_3,81.27088292076306
V1291918,model_4,86.79478099508687
V1200331,missing,missing
V1175405,model_2,88.97708638855072
V1356216,model_4,94.73439959961159
V1167282,model_4,81.93874284677625
V1157842,model_1,58.62641865841968
V1040046,model_1,77.93913835735856
V1043146,model_1,72.01761565435515
V1385534,model_1,68.7453473950355
V1323721,model_4,80.16090762930378
V1099572,model_3,86.412102415921
V1369086,model_5,92.93777021657182
V1313290,model_1,80.74812161172368
V1051198,model_3,81.4387501502265
V1385510,model_2,76.71959320468109
V1136967,model_1,62.8130992507214
V1171066,model_1,90.36476266168762
V1102997,model_3,89.7367215614701
V1011539,model_1,83.07736614529067
V1198738,model_1,91.38934840249767
V1139847,model_3,89.42483166584921
V1033040,model_4,81.44347589243466
V1144618,model_3,81.56472666616436
V1036213,model_2,82.96188256745401
V1175466,model_1,62.46950159394984
V1402879,model_4,64.44896551168372
V1051822,model_3,82.26588424692935
V1430637,model_1,53.51120541669176
V1413416,model_3,79.07941693834415
V1072972,model_3,76.50492550132807
V1151264,model_1,51.81877257248989
V1413125,model_1,63.1431484325439
V1076860,model_2,94.84876210983519
V1172341,model_4,90.92958240710787
V1196742,model_1,90.78404159696262
V1099923,model_4,82.42908355185372
V1216131,missing,missing
V1311587,model_1,78.82319489663922
V1075252,model_5,68.08514232798589
V1041972,model_1,84.0136262294023
V1391836,model_1,77.66048443888079
V1245922,model_3,63.09787884237172
V1055301,model_1,72.790705605828
V1013181,model_3,89.39937767230661
V1176134,model_1,92.74396739504768
V1170767,model_1,73.46272065498268
V1266011,model_5,66.06139048578191
V1291596,model_1,58.17031834505906
V1329450,model_1,88.59409202886054
V1176791,model_1,69.65901399490129
V1041236,model_4,76.58496787586263
V1401974,model_4,69.82116484663202
V1199835,model_4,84.81472182759762
V1069267,model_5,79.6203788327746
V1172319,model_3,89.47986688481849
V1036172,model_2,91.92714183283438
V1144821,model_4,93.19652489391767
V1108114,model_3,87.72290843018934
V1200055,missing,missing
V1151028,model_1,78.41795774659444
V1200053,missing,missing
V1409375,model_3,87.99813666778732
V1369347,model_3,95.85581641009205
V1362756,model_2,85.27793252322726
V1104189,model_1,77.12694070912313
V1368249,model_3,85.75927964115576
V1400943,model_3,87.14778806132462
V1103848,model_2,88.84880665512037
V1168241,model_4,70.77015283679337
V1100147,model_1,61.64824689927736
V1098892,model_4,83.8097353616125
V1199769,model_4,89.51362542048659
V1172427,model_4,81.40768559053889
V1383900,model_1,92.32611298861586
V1107523,model_5,82.93378481038218
V1395295,model_3,72.87476671051374
V1177678,model_5,62.875751740398364
V1195129,model_1,42.34633441442894
V1380718,model_3,88.82719861690427
V1413093,model_5,84.03936746405469
V1008624,model_3,85.73867452385865
V1394533,model_4,64.48581547418065
V1348120,model_1,83.58343148253947
V1175077,model_4,67.16929196718011
V1314282,model_1,81.74184509578306
V1019920,model_1,83.55065328581134
V1071474,model_3,83.9067287685203
V1168683,model_5,71.39671314134311
V1080133,model_3,84.81779407643192
V1118841,model_1,89.36538772849609
V1237341,model_3,86.62441164970363
V1172575,model_4,88.90095190490933
V1363795,model_3,87.60834222377774
V1117181,model_1,93.70736246308239
V1399948,model_1,66.80949561107307
V1152295,model_3,88.39726252894559
V1019622,model_4,88.10282431234982
V1151766,model_3,80.1536769102636
V1172404,model_1,56.94076688430453
V1170058,model_3,82.23021563540017
V1346269,model_1,81.51643811216258
V1176497,model_1,49.30986242488316
V1056010,model_1,60.16788384874108
V1137010,model_1,91.28945599533306
V1355627,model_3,86.37916307611007
V1100155,model_5,90.20023674875351
V1290941,model_5,59.70023455159666
V1192487,model_1,76.13304925003777
V1036819,model_1,85.90535096182477
V1421104,model_5,73.02741448664729
V1051828,model_2,81.32894407112278
V1036360,model_5,77.87997338745579
V1409188,model_1,80.86216288141527
V1344039,model_3,90.32849284699617
V1037254,model_1,95.08065617433876
V1079223,model_1,80.0516824145513
V1099311,model_3,91.89067948734657
V1394790,model_2,89.28504159462112
V1083264,model_3,77.32062443547693
V1237323,model_5,81.07316950831505
V1328777,model_1,39.04319549720164
V1073094,model_1,82.98297785428854
V1176379,model_4,89.95619577048498
V1151918,model_4,63.50577888137376
V1007445,model_4,80.95716782089043
V1364511,model_1,91.10661630963332
V1420786,model_1,73.03240784116463
V1458451,model_1,90.18662126844902
V1291756,model_1,40.592475497513156
V1015549,model_4,89.18567998900205
V1107398,model_5,91.09411916699517
V1265896,model_4,88.9440286911811
V1295101,model_2,87.63657102147646
V1099069,model_3,70.41538608732891
V1036177,model_3,87.83998775619187
V1144642,model_4,86.10100106870482
V1074352,model_4,81.95839750055886
V1386294,model_3,72.62496989301965
V1436386,model_1,64.94987064733738
V1170801,model_5,90.82765008665645
V1166956,model_4,79.33701557376581
V1172317,model_1,93.2970254713978
V1180262,model_5,90.98529359327831
V1170793,model_4,76.83582170610003
V1037355,model_3,71.33788970094031
V1103146,model_1,66.39309548645792
V1191074,model_1,78.03218023798438
V1400676,model_1,63.17706487662053
V1216171,missing,missing
V1430624,model_5,68.03356678753035
V1009326,model_4,75.91560278493215
V1291464,model_1,81.89789487117227
V1356867,model_1,84.53079282206836
V1081666,model_2,87.70132372673142
V1068873,model_4,67.64504332484923
V1312959,model_3,78.70525395098743
V1347600,model_4,93.34508433509089
V1151509,model_1,81.372087715172
V1099002,model_3,54.76568023489197
V1176602,model_1,91.91510890044508
V1105625,model_5,91.63402397026277
V1395126,model_4,87.70197173051069
V1109620,model_3,78.37672906511263
V1151485,model_1,63.99090512843213
V1328802,model_5,69.65724792358408
V1458629,model_4,83.04000704181703
V1036101,model_1,61.409015199437604
V1151048,model_1,48.31147796791018
V1087063,model_1,55.159589389858205
V1195317,model_5,94.66789255774191
V1316263,model_3,72.26914380009862
V1138767,model_3,87.04257413920637
V1190870,model_4,65.84619885587068
V1346393,model_5,96.134998139443
V1291949,model_4,80.42604046286009
V1394369,model_1,59.2468188853799
V1310982,model_1,66.26001507701105
V1070309,model_3,84.18118921076179
V1051187,model_5,81.24886347570096
V1080136,model_2,78.89303441384412
V1167018,model_5,60.85181887072032
V1146749,model_3,94.81658105599774
V1072761,model_1,51.96636706170201
V1420771,model_4,76.39569232355849
V1191419,model_3,83.04585547301194
V1069581,model_1,94.2592782730725
V1036178,model_3,79.97383415030176
V1291637,model_1,83.25809516456815
V1364652,model_5,91.84683997044586
V1393876,model_3,77.53476652560009
V1088611,model_1,83.86907210449692
V1327805,model_3,94.87423323722788
V1237291,model_3,67.64612423107599
V1037386,model_4,83.7476527210794
V1171307,model_1,62.14976784411672
V1216054,missing,missing
V1123844,model_5,84.48545736829121
V1073332,model_1,82.8185999376916
